path,class_id,split,class
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/29(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/46(front).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/030 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/45(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/004(run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/sitting5.mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/002(sit side).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/055 (sit side).mp4",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/VID_20210815_135603.mp4,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/024(stand front).MOV,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/006 (run side).mp4",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/018 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/24(side).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/026 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/49(side).mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/017 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/sitting4.mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/010(walk front).MOV,4,train,Walking
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/VID_20210815_131600.mp4,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/009 (walk side).mp4,4,train,Walking
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/001(stand front).mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/044(sit side).mp4",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/029(stand front).MOV,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/015(sit side).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/024(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/53(side).mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/010(stand front).MOV,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/VID_20210815_133919.mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/30(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/010 (run side).mp4",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/029 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/011(run front).MOV",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/039(sit side).mp4",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/034 (stand side).mp4,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/VID_20210815_135725.mp4,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/038 (stand side).mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/44(side).mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/stand to sit transition 2.mp4,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/VID_20210815_132453.mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/008(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/009 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/023 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/standing1.mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/036 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/35(front).mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/003(stand front).MOV,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/006(stand front).MOV,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/037 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/018(side).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/005(sit side).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/033(sit front).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/019(run front).MOV",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/41(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/sitting9.mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/040(sit front).mp4",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/022(stand front).MOV,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/003(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/032(sit side).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/036(sit side).mp4",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/015(walk front).MOV,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/33(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/26(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/022(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/029(run front).MOV",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/033(stand front).mp4,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/011(stand side).MOV,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/032 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/sitting6.mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/031(walk front).MOV,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/0000045(sit side).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/021(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/VID_20210813_122137.mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/009(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/035 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/007(sit front).MOV",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/033 (walk side).mp4,4,train,Walking
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/021(walk front).MOV,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/054 (sit side).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/43(front).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/017(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/36(side).mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/022 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/019(front).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/021(run front).MOV",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/021 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/012(run front).MOV",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/008(walk front).MOV,4,train,Walking
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/032(stand front).mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/022 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/018(front).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/005 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/55(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/012(front).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/51(side).mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/011(stand front).MOV,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/003(run front).MOV",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/027 (walk side).mp4,4,train,Walking
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/023 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/013(front).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/007(run front).MOV",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/011 (walk side).mp4,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/022(sit side).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/021(side).MOV",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/013(stand front).MOV,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/VID_20210815_134723.mp4,3,train,Standing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/002(walk front).MOV,4,train,Walking
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/001(sit side).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/046(sit side).mp4",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/039 (stand front).mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/015(side).MOV",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/027 (stand Side).mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/028(sit side).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/001(side).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/013 (run side).mp4",1,train,Running
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Walking/026 (walk side).mp4,4,train,Walking
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/030(stand front).mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/41(front).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/038 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/034(run front).MOV",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/033(run front).MOV",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/019(sit side).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/045-046(sit front).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/012(side).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/001(sit front).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/28(side).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/028(front).MOV",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/40(front).mp4",0,train,Grazing
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/037 (stand front).mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/045(sit side).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Grazing/38(front).mp4",0,train,Grazing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/039(sit front).mp4",2,train,Sitting
/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Standing and Walking)/Standing_Walking_Misc_Sheep_Classes/Standing/VID_20210815_133715.mp4,3,train,Standing
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Running/019 (run side).mp4",1,train,Running
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/035(sit front).mp4",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/018(sit front).MOV",2,train,Sitting
"/work/mech-ai/ushashi/ME592HW3/Video Dataset of Sheep Activity (Grazing, Running, Sitting)/Grazing_Running_Sitting Sheep_Classes/Sitting/030(sit front).mp4",2,train,Sitting
